fd_id,occtype,st_damcat,found_ht,found_type,num_story,sqft,ftprntsqft,val_struct,val_cont,ground_elv,med_yr_blt,firmzone,bldheight,usastrucid,cbfips,longitude,latitude,truth_flooded,property_id,address,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,hand_ft,water_fraction,dpol_available,dpol_water,db_available,double_bounce,vh_available,vh_water_pct,rain_mm,ndvi_valid,ndvi_delta,near_water_flag,flood_s0,flood_s1,flood_s2
123499663,RES1-1SNB,RES,0.75,S,1,1788.0,2415,511011.2085204166,255505.6042602083,141.4568,2002,X,3.48,,482015544091003,-95.65880433781,29.966005241472,0.0,s0,s0,0.0,0.0,1,1,0.0,0.0,4.657,10.23,0.1085,1,0.0,1,0.0035,0,0.0,0.0,0,0.0,0,,,
123384909,RES1-2SNB,RES,0.75,S,2,2908.0,3753,768022.2162264979,384011.10811324895,152.48335,2015,X,5.45,,482015430042021,-95.735746198234,29.933027174745,0.0,s1,s1,0.0,0.0,0,1,0.0,0.0,13.652,0.31,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123511916,COM7,COM,0.25,S,2,25097.98,103320,5859451.110381679,8496204.110053433,146.12901,2004,X,8.38,,482015544072024,-95.690082331951,29.971036017999,0.0,s2,s2,0.0,0.0,1,1,0.0,0.0,13.352,4.12,0.0378,1,0.0025,1,0.0452,0,0.0,0.0,0,0.0,0,,,
123446020,RES1-1SNB,RES,0.75,S,1,2202.0,2575,497117.2107245743,248558.60536228714,158.86157,2005,X,4.36,,482015557011001,-95.730018541391,29.995833255515,1.0,s3,s3,0.0,0.0,1,1,0.0,0.0,7.613,4.47,0.0144,1,0.0,1,0.0223,0,0.0,0.0,0,0.0,0,,,
124713149,RES1-2SNB,RES,0.75,S,2,1980.0,1500,585980.3529122142,292990.1764561071,147.97934,2013,X,0.0,,482015430071001,-95.71863602543,29.94788358231,1.0,s4,s4,0.0,0.0,0,1,0.0,0.0,5.456,1.25,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123435307,COM8,COM,0.25,S,1,2629.0,2629,617216.4655725592,709798.935408443,148.02547,2004,X,3.69,,482015544072022,-95.693375305765,29.972322003087,1.0,s5,s5,0.0,0.0,1,1,0.0,0.0,8.478,5.06,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123395927,EDU1,PUB,0.25,S,2,12908.0,6454,2979008.1049699266,1936355.2682304524,154.96542,2015,X,-1.0,,482015430042018,-95.759855636124,29.931173602264,0.0,s6,s6,0.0,0.0,1,1,0.2559,0.0,2.865,3.32,0.0,1,0.0,1,0.1254,0,0.0,0.0,0,0.0,0,,,
123342033,RES1-2SNB,RES,0.75,S,2,3157.0,1618,767989.565914738,383994.782957369,142.68677,2002,X,5.04,,482015544091000,-95.664267313107,29.971874519523,0.0,s7,s7,0.0,0.0,1,1,0.0,0.0,14.878,2.56,0.0,1,0.0,1,0.0685,0,0.0,0.0,0,0.0,0,,,
123546906,RES3B,RES,0.5,S,1,5984.0,5984,888646.539389429,311026.28878630017,150.83289,2015,X,0.0,36682516,482015430041007,-95.738872475234,29.975583367738,1.0,s8,s8,0.0,0.0,0,1,0.0,0.0,1.957,4.32,0.0046,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123492501,RES1-2SNB,RES,0.75,S,2,2254.0,2575,486761.14778899984,243380.57389449992,157.00159,2005,X,5.74,,482015557011016,-95.734586746673,29.991531450246,1.0,s9,s9,0.0,0.0,1,1,0.0,0.0,15.409,5.66,0.0078,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123469302,RES1-2SNB,RES,0.75,S,2,2960.0,3695,749272.8445168018,374636.4222584009,150.62814,2013,X,5.1,,482015430075007,-95.710339539753,29.943699791559,0.0,s10,s10,0.0,0.0,1,1,0.0,0.0,8.612,10.96,0.0,1,0.0,1,0.0985,0,0.0,0.0,0,0.0,0,,,
123511946,COM1,COM,0.25,S,1,599.88,5159,102441.89793843831,128052.3724230479,148.62071,2004,X,4.41,,482015544072024,-95.690644850905,29.972147559199,0.0,s11,s11,0.0,0.0,1,1,0.0,0.0,13.677,0.94,0.0,1,0.0,1,0.0132,0,0.0,0.0,0,0.0,0,,,
123453942,RES3A,RES,0.5,S,1,1306.0,1306,268291.3121434858,93901.95925022002,157.90717,2016,X,0.0,36707122,482015430051047,-95.776501073339,29.938069239252,0.0,s12,s12,0.0,0.0,0,1,0.0,0.0,4.824,3.82,0.0224,1,0.0,1,0.0,0,0.0,0.0,0,0.0,0,,,
123546817,RES1-1SNB,RES,0.75,S,1,2117.0,1611,613432.697440216,306716.348720108,152.25478,2013,X,3.18,,482015430071051,-95.728901580828,29.9406884009,0.0,s13,s13,0.0027,0.0,0,1,0.0,0.0,5.113,1.72,0.2417,1,0.1869,1,0.0,0,0.0,0.0,0,0.0,0,,,
123877085,RES1-1SNB,RES,0.75,S,1,2811.0,3763,369691.8038737391,184845.90193686954,130.26292,1981,X,3.22,,482015523041001,-95.597901704641,29.959706101416,0.0,s14,s14,0.0,0.0,1,1,0.0,0.0,2.213,6.91,0.0,1,0.0,1,0.1074,0,0.0,0.0,0,0.0,0,,,
