property_id,zip,zip_truth_rate,fema_zip_flood_rate,flooded_truth,raw_flood_score,impact_class
IAN-00001,33983,0.4090909090909091,0.4090909090909091,0,0.0,Remote-Deny
IAN-00002,33948,0.17,0.17,0,0.0,Remote-Deny
IAN-00003,34288,0.33333333333333326,0.33333333333333326,0,0.0,Remote-Deny
IAN-00004,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00005,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00006,34269,0.7105263157894737,0.7105263157894737,1,0.0,Remote-Deny
IAN-00007,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00008,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00009,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00010,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00011,33954,0.16666666666666663,0.16666666666666663,0,0.0,Review
IAN-00012,33983,0.4090909090909091,0.4090909090909091,0,0.0,Review
IAN-00013,33983,0.4090909090909091,0.4090909090909091,0,0.0,Remote-Deny
IAN-00014,33980,0.34883720930232553,0.34883720930232553,0,0.0,Remote-Deny
IAN-00015,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00016,33952,0.2608695652173913,0.2608695652173913,0,0.0,Remote-Deny
IAN-00017,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00018,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00019,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00020,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00021,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00022,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00023,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00024,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00025,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00026,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00027,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00028,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00029,33948,0.17,0.17,0,0.0,Review
IAN-00030,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00031,33980,0.34883720930232553,0.34883720930232553,0,0.0045,Remote-Deny
IAN-00032,33980,0.34883720930232553,0.34883720930232553,0,0.0,Remote-Deny
IAN-00033,33948,0.17,0.17,0,0.0,Review
IAN-00034,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00035,33983,0.4090909090909091,0.4090909090909091,0,0.0,Remote-Deny
IAN-00036,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00037,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00038,33980,0.34883720930232553,0.34883720930232553,0,0.0,Review
IAN-00039,33980,0.34883720930232553,0.34883720930232553,0,0.0,Remote-Deny
IAN-00040,33954,0.16666666666666663,0.16666666666666663,0,0.0,Remote-Deny
IAN-00041,33980,0.34883720930232553,0.34883720930232553,0,0.0,Review
IAN-00042,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00043,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00044,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00045,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00046,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00047,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00048,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00049,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00050,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00051,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00052,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00053,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00054,33950,0.14285714285714285,0.14285714285714285,0,0.0,Review
IAN-00055,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00056,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00057,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00058,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00059,33948,0.17,0.17,0,0.0,Remote-Deny
IAN-00060,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00061,33950,0.14285714285714285,0.14285714285714285,0,0.0,Remote-Deny
IAN-00062,33952,0.2608695652173913,0.2608695652173913,0,0.0,Remote-Deny
IAN-00063,33952,0.2608695652173913,0.2608695652173913,0,0.0,Review
IAN-00064,33983,0.4090909090909091,0.4090909090909091,0,0.0,Remote-Deny
IAN-00065,33983,0.4090909090909091,0.4090909090909091,0,0.0,Remote-Deny
